test loss regression,train loss regression,test loss classification,train loss classification,test MSE,train MSE,test acc,train acc
1.1108102080470417e-05,1.011044569168007e-05,0.0007283858780283481,0.0007401944894809276,0.0007283858780283481,0.0007401944894809276,0.3294181823730469,0.7851999938488007
1.2998383164405822,0.9672236800193786,1.8910396099090576,0.7937319695949554,0.00033272670698352157,0.0003312525746878237,0.3642999976873398,0.8406499981880188
1.0783025390992407e-05,9.906504965329077e-06,0.00033272670698352157,0.0003312525746878237,0.0002129898581188172,0.0002046203735517338,0.3841500014066696,0.8346000015735626
1.308099639415741,0.9853822410106658,1.7964344024658203,0.6279875725507736,0.0001543191945529543,0.0001500575672253035,0.4062999993562698,0.8258500039577484
1.0634051523084054e-05,9.553909967507934e-06,0.0002129898581188172,0.0002046203735517338,0.00012144635402364657,0.00011655182970571332,0.41730454862117766,0.8309999942779541
1.3120919823646546,0.9847139835357666,1.7409702777862548,0.6127454161643981,9.949398299795576e-05,9.56301431870088e-05,0.4234545469284058,0.8372499883174896
1.0449878027429805e-05,1.012968787108548e-05,0.0001543191945529543,0.0001500575672253035,8.423919280176051e-05,8.043140187510289e-05,0.4351045399904251,0.814599996805191
1.3056780576705933,0.9915856778621673,1.6575196027755736,0.6269781827926636,7.407452940242366e-05,6.927743488631677e-05,0.45046364367008207,0.8072500050067901
1.0155084601137787e-05,9.60086144914385e-06,0.00012144635402364657,0.00011655182970571332,6.551518999913242e-05,6.306642026174814e-05,0.45757727026939393,0.7920499980449677
1.289626693725586,0.9735252678394317,1.6205113530158997,0.6068835914134979,5.8810662812902593e-05,5.5081281243474225e-05,0.470586359500885,0.7816499888896942
1.0077156184706837e-05,9.762921490619191e-06,9.949398299795576e-05,9.56301431870088e-05,5.283511636662297e-05,4.8469666944583877e-05,0.47504091262817383,0.7787500023841858
1.3049042582511903,1.021300882101059,1.6050333976745605,0.5940873235464096,4.823707313335035e-05,4.372807379695587e-05,0.4822090893983841,0.7697499990463257
1.0295808806404239e-05,9.567141205479857e-06,8.423919280176051e-05,8.043140187510289e-05,4.4906547918799335e-05,4.1595111179049125e-05,0.4822909086942673,0.7468500018119812
1.3064454436302184,1.0115982472896576,1.563988482952118,0.6460449874401093,4.100948281120509e-05,3.752172633539885e-05,0.486254546046257,0.7394500017166138
