test loss regression,train loss regression,test loss classification,train loss classification,test MSE,train MSE,test acc,train acc
9.928142389981076e-06,1.0525451216381043e-05,0.0007307074265554547,0.0007556326454505324,0.0007307074265554547,0.0007556326454505324,0.34200000762939453,0.8065000176429749
1.298951506614685,0.9653310775756836,1.8629231452941895,0.7277024388313293,0.00034287982271052897,0.00037790375063195825,0.37545454502105713,0.8939999938011169
1.0145286978513468e-05,1.1185999937879387e-05,0.00034287982271052897,0.00037790375063195825,0.00019653879280667752,0.00020945703727193177,0.4080454409122467,0.9020000100135803
1.2919092178344727,0.9321091175079346,1.8019764423370361,0.5133517384529114,0.00013180822134017944,0.0001410541735822335,0.42086362838745117,0.8849999904632568
9.818212674872484e-06,1.0487418876437005e-05,0.00019653879280667752,0.00020945703727193177,0.00010463973740115762,0.00011652285320451483,0.4424999952316284,0.9035000205039978
1.3588134050369263,0.9959379434585571,1.6956040859222412,0.47112247347831726,8.953476208262146e-05,9.6682328148745e-05,0.46081817150115967,0.8734999895095825
9.955550012819003e-06,8.472938134218566e-06,0.00013180822134017944,0.0001410541735822335,6.940765160834417e-05,7.847716187825426e-05,0.45372727513313293,0.8634999990463257
1.320939540863037,0.9953352808952332,1.6536976099014282,0.46584612131118774,5.8263492974219844e-05,6.249070429475978e-05,0.4759090840816498,0.8464999794960022
1.096469713957049e-05,1.0831077815964818e-05,0.00010463973740115762,0.00011652285320451483,5.819900252390653e-05,5.667650111718103e-05,0.47545453906059265,0.8270000219345093
1.3072623014450073,1.0001964569091797,1.6211017370224,0.4076661169528961,4.652209463529289e-05,4.5639611926162615e-05,0.47727271914482117,0.7799999713897705
9.539541679259855e-06,9.084278644877486e-06,8.953476208262146e-05,9.6682328148745e-05,4.3678086512954906e-05,4.791389073943719e-05,0.46368181705474854,0.7739999890327454
1.2881078720092773,0.9599500298500061,1.5297034978866577,0.5107499361038208,4.009815529570915e-05,4.6062556066317484e-05,0.47990909218788147,0.8134999871253967
