test loss regression,train loss regression,test loss classification,train loss classification,test MSE,train MSE,test acc,train acc
1.9667706510517746e-05,1.7567848772159778e-05,0.0010745989081139367,0.0010041722950215142,0.0010745989081139367,0.0010041722950215142,0.32131945093472797,0.7909999887148539
1.165716012318929,0.8276147246360779,1.7698378960291545,0.7920775612195333,0.0005068968166597188,0.0005092632491141558,0.3535027801990509,0.8091666499773661
1.9043680367758498e-05,1.8606089118596476e-05,0.0005068968166597188,0.0005092632491141558,0.000322382499386246,0.0002939357946161181,0.367077777783076,0.8133333325386047
1.1672900915145874,0.8153948386510214,1.6561092933019002,0.7496595780054728,0.000247007100066791,0.00022435811600492647,0.3749666710694631,0.8055000106493632
1.9109476246133756e-05,1.8561607551722165e-05,0.000322382499386246,0.0002939357946161181,0.0001902970349571357,0.00017584436379062632,0.37835832436879474,0.8174999753634135
1.187249779701233,0.8094759583473206,1.5853182872136433,0.7319166461626688,0.00016049427116134515,0.00014192377178308865,0.3905611038208008,0.8048333326975504
1.9602746760938317e-05,1.856263043009676e-05,0.000247007100066791,0.00022435811600492647,0.00014001924137119204,0.00012849018579193702,0.40188611547152203,0.8188333312670389
1.18261714776357,0.8389809330304464,1.5692256291707356,0.7441233396530151,0.00012393869110383093,0.0001182041135810626,0.4148888885974884,0.796666661898295
1.8686413871667657e-05,1.830473411246203e-05,0.0001902970349571357,0.00017584436379062632,0.00010538243077462539,0.0001002333471357512,0.43255555629730225,0.8066666523615519
1.1720231771469116,0.832376499970754,1.5615394115447998,0.7111125191052755,9.551596788999935e-05,9.151175618171692e-05,0.4382027784983317,0.8045000036557516
1.9249807034308713e-05,1.839083051891066e-05,0.00016049427116134515,0.00014192377178308865,8.807977186127876e-05,8.536833774996921e-05,0.44488611817359924,0.7926666736602783
1.181849439938863,0.8432124455769857,1.5340006351470947,0.7223126888275146,8.054484836369132e-05,7.359321413484092e-05,0.45462777217229206,0.7953333457310995
1.7723305063555017e-05,1.6582705939072184e-05,0.00014001924137119204,0.00012849018579193702,7.349650453155239e-05,6.781940464861691e-05,0.4612888991832733,0.8075000047683716
1.171311656634013,0.8370101054509481,1.488208254178365,0.7033995389938354,6.813772051827982e-05,6.0075235523981974e-05,0.47171667218208313,0.7924999992052714
1.7783752506754052e-05,1.7005487279675435e-05,0.00012393869110383093,0.0001182041135810626,6.391430118431647e-05,6.178683664378089e-05,0.4829111099243164,0.7716666658719381
1.1713186899820964,0.81499183177948,1.441256006558736,0.7519832253456116,6.123623582728517e-05,5.854765186086297e-05,0.4763361116250356,0.7724999984105428
1.7544692430722837e-05,1.6734146508194197e-05,0.00010538243077462539,0.0001002333471357512,5.642772763773488e-05,5.466150711678589e-05,0.4849250117937724,0.7746666868527731
1.1657960812250774,0.840945839881897,1.4084664185841878,0.7223124504089355,5.368675435117135e-05,4.752071860517996e-05,0.48660555481910706,0.7851666808128357
1.7582592893935118e-05,1.7151698557427153e-05,9.551596788999935e-05,9.151175618171692e-05,5.224950897779005e-05,5.0669208576437086e-05,0.48974722623825073,0.7773333390553793
1.1744188070297241,0.8450209498405457,1.403254508972168,0.7214429577191671,4.77901097231855e-05,4.343270848039538e-05,0.48835555712382,0.7759999831517538
1.73587141034659e-05,1.6368533579225186e-05,8.807977186127876e-05,8.536833774996921e-05,4.6281145235601194e-05,4.158385005818369e-05,0.4909888803958893,0.7643333276112875
1.1746416091918945,0.8452879786491394,1.372578779856364,0.7423494458198547,4.5157035250061504e-05,4.235280842597907e-05,0.4895305534203847,0.7684999903043112
1.6756527353815425e-05,1.5837563296372537e-05,8.054484836369132e-05,7.359321413484092e-05,4.210081897326745e-05,3.905873018084094e-05,0.4926027754942576,0.7481666803359985
1.1817440589269002,0.8435770074526469,1.362888216972351,0.7097090482711792,4.0788705518934876e-05,3.9261312243373446e-05,0.4916027784347534,0.746833344300588
1.6756546756369062e-05,1.5335108400904574e-05,7.349650453155239e-05,6.781940464861691e-05,3.980725887231529e-05,3.704992438239666e-05,0.4994083344936371,0.7460000117619833
1.1716304620107014,0.8519550760587057,1.3531097173690796,0.686619758605957,3.933525901326599e-05,3.518292942317203e-05,0.4960527817408244,0.7486666639645895
1.7143249957977485e-05,1.6418807111525286e-05,6.813772051827982e-05,6.0075235523981974e-05,3.628187308398386e-05,3.506839129840955e-05,0.49680277705192566,0.7351666688919067
1.1800601482391357,0.8554414908091227,1.317593256632487,0.7301710446675619,3.5367527743801475e-05,3.189617442937257e-05,0.5026027659575144,0.7451666792233785
1.608782198066668e-05,1.5013956120431734e-05,6.391430118431647e-05,6.178683664378089e-05,3.308877785457298e-05,2.9943985888773266e-05,0.5042666594187418,0.7390000025431315
1.171267072359721,0.8365033268928528,1.2818063100179036,0.7405144572257996,3.263757025706582e-05,3.067270154133439e-05,0.5008000036080679,0.7248333295186361
1.5661107681808062e-05,1.5553683018273052e-05,6.123623582728517e-05,5.854765186086297e-05,3.2029240780199565e-05,2.9024860850768164e-05,0.5038722356160482,0.7436666687329611
